"","FuncCalls","LogicInsts","TransferInsts","BasicBlocks","Edges","IncommingCalls","Intrs","between"
"0",0,2,4,3,2,13,10,0.16667
"0",0,2,4,3,2,1,10,0.16667
"0",0,3,5,4,3,2,12,0.08333
"0",0,3,7,5,6,1,13,0.05
"0",0,1,1,1,0,2,6,0.0
"0",0,0,1,1,0,1,3,0.0
"0",0,0,1,1,0,1,3,0.0
"0",0,1,6,3,3,2,23,0.0
"0",0,3,2,1,0,0,9,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,0,1,1,0,4,3,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,6,19,9,12,2,40,0.07738
"0",0,5,6,5,4,0,21,0.16667
"0",0,1,1,1,0,0,5,0.0
"0",0,1,1,1,0,3,4,0.0
"0",0,1,1,1,0,1,4,0.0
"0",0,1,1,1,0,1,4,0.0
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,5,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,25,2,0.0
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,1,2,0.0
"0",0,0,1,1,0,1,2,0.0
"0",0,0,1,1,0,42,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,1,2,0.0
"0",0,0,2,1,0,0,2,0.0
"0",0,0,1,1,0,1,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,2,5,4,4,0,9,0.08333
"0",0,2,5,4,4,0,9,0.08333
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,1,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,1,2,0.0
"0",0,0,1,1,0,4,2,0.0
"0",0,0,1,1,0,3,2,0.0
"0",0,1,5,2,1,0,9,0.0
"0",1,0,3,1,0,2,9,0.0
"0",1,1,4,1,0,0,9,0.0
"0",1,0,6,1,0,0,13,0.0
"0",1,0,6,1,0,0,13,0.0
"0",1,0,6,1,0,0,13,0.0
"0",1,0,6,1,0,3,13,0.0
"0",1,2,17,5,6,2,31,0.03333
"0",1,8,19,11,17,2,45,0.04444
"0",1,2,12,4,4,5,25,0.04167
"0",2,2,19,6,7,8,35,0.03333
"0",1,2,11,4,4,1,25,0.04167
"0",1,2,13,4,4,7,27,0.04167
"0",4,5,22,12,17,0,44,0.05682
"0",4,3,18,6,8,1,33,0.04167
"0",1,1,4,1,0,0,9,0.0
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",1,0,8,1,0,0,15,0.0
"0",1,0,8,1,0,0,15,0.0
"0",1,0,2,1,0,4,5,0.0
"0",1,0,2,1,0,4,5,0.0
"0",1,3,10,6,8,3,23,0.05
"0",2,2,10,5,6,7,19,0.06667
"0",8,5,43,14,20,7,64,0.04258
"0",6,4,16,9,12,6,32,0.07937
"0",5,19,64,30,49,6,115,0.04421
"0",2,6,14,10,15,1,30,0.06944
"0",8,17,57,25,41,12,86,0.0313
"0",5,13,36,17,27,6,73,0.06887
"0",10,19,56,28,46,1,121,0.04192
"0",11,81,122,63,97,4,285,0.07975
"0",2,9,26,14,22,1,55,0.06914
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",3,0,13,5,6,0,27,0.06667
"0",3,0,15,5,6,5,27,0.06667
"0",3,3,17,4,5,0,32,0.04167
"0",1,2,6,5,6,0,16,0.05
"0",1,6,18,10,15,1,56,0.11806
"0",10,23,84,35,57,3,159,0.0452
"0",4,6,30,10,13,3,49,0.05
"0",1,6,35,30,56,44,82,8e-05
"0",1,10,27,21,38,44,70,0.00213
"0",5,3,33,10,13,0,56,0.03333
"0",3,4,20,8,11,2,37,0.05952
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",1,2,7,3,3,0,14,0.0
"0",1,2,7,3,3,0,14,0.0
"0",2,1,10,4,4,2,20,0.04167
"0",2,1,9,4,4,2,20,0.04167
"0",2,1,7,1,0,0,16,0.0
"0",2,1,7,1,0,0,16,0.0
"0",2,7,11,8,11,7,30,0.08036
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,3,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",2,0,12,1,0,0,18,0.0
"0",2,0,12,1,0,2,18,0.0
"0",5,3,23,5,6,21,46,0.06667
"0",0,0,5,1,0,0,9,0.0
"0",0,0,5,1,0,0,9,0.0
"0",0,0,5,1,0,0,9,0.0
"0",0,0,1,1,0,3,2,0.0
"0",0,0,5,1,0,2,9,0.0
"0",0,0,5,1,0,0,9,0.0
"0",0,0,5,1,0,0,9,0.0
"0",0,0,1,1,0,0,2,0.0
"0",3,2,12,3,3,6,20,0.0
"0",3,2,9,1,0,7,23,0.0
"0",3,2,10,1,0,5,24,0.0
"0",8,11,52,15,22,11,111,0.04908
"0",2,1,7,1,0,20,16,0.0
"0",6,4,29,8,10,2,58,0.08036
"0",2,10,30,16,25,2,62,0.05625
"0",2,12,32,18,28,1,70,0.05106
"0",6,7,24,11,15,0,49,0.05758
"0",9,10,42,18,27,0,74,0.0527
"0",9,10,40,17,25,0,73,0.05441
"0",20,19,45,16,23,11,95,0.07649
"0",4,4,11,3,3,1,30,0.0
"0",30,20,106,31,49,6,250,0.05543
"0",29,27,54,12,17,9,126,0.07652
"0",16,8,63,18,24,8,163,0.04167
"0",21,19,77,30,49,1,185,0.06638
"0",3,3,14,3,3,8,32,0.0
"0",3,3,13,3,3,2,31,0.0
"0",2,0,3,1,0,7,5,0.0
"0",0,0,2,1,0,1,3,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,4,9,6,6,5,20,0.05
"0",16,6,57,14,20,1,77,0.07555
"0",13,5,54,10,14,0,90,0.07917
"0",1,0,2,1,0,0,6,0.0
"0",5,2,20,8,12,2,30,0.05952
"0",0,0,1,2,1,0,2,0.0
"0",0,0,1,2,1,0,2,0.0
"0",1,1,4,1,0,2,10,0.0
"0",1,1,4,1,0,0,10,0.0
"0",20,12,71,16,24,2,101,0.09107
"0",6,2,22,8,10,0,29,0.11012
"0",14,13,21,4,5,4,56,0.04167
"0",3,0,15,4,4,6,27,0.04167
"0",21,20,28,4,5,6,76,0.04167
"0",53,44,160,54,80,3,381,0.05111
"0",6,2,30,6,7,2,48,0.04167
"0",12,4,47,10,13,4,73,0.05
"0",7,0,20,4,4,2,35,0.04167
"0",3,2,19,7,9,17,34,0.0381
"0",0,0,1,1,0,5,2,0.0
"0",0,1,1,1,0,0,5,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,1,2,1,0,0,4,0.0
"0",0,1,1,1,0,0,3,0.0
"0",0,1,1,1,0,0,3,0.0
"0",0,0,3,1,0,0,5,0.0
"0",0,0,1,1,0,1,2,0.0
"0",0,0,2,1,0,0,5,0.0
"0",0,1,1,1,0,0,3,0.0
"0",0,1,2,1,0,0,5,0.0
"0",0,1,2,1,0,0,5,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,1,2,0.0
"0",0,0,1,1,0,1,2,0.0
"0",1,0,5,1,0,0,16,0.0
"0",1,0,5,1,0,3,16,0.0
"0",1,0,4,1,0,0,11,0.0
"0",1,0,4,1,0,2,11,0.0
"0",5,0,21,5,6,1,37,0.03333
"0",2,1,11,1,0,0,20,0.0
"0",3,1,14,3,3,2,31,0.0
"0",4,4,24,8,11,0,47,0.06845
"0",2,1,9,4,4,1,20,0.04167
"0",17,11,34,4,5,18,69,0.04167
"0",6,5,33,12,18,2,70,0.02045
"0",5,12,47,19,28,2,89,0.05332
"0",0,0,2,2,1,6,2,0.0
"0",3,4,13,7,10,2,23,0.06667
"0",20,20,77,23,42,0,119,0.11095
"0",5,0,23,4,4,2,47,0.04167
"0",19,26,110,46,71,8,229,0.0413
"0",1,0,2,1,0,0,5,0.0
"0",1,0,2,1,0,0,5,0.0
"0",1,0,8,1,0,0,15,0.0
"0",1,8,19,11,14,0,56,0.06061
"0",10,17,66,26,36,2,142,0.05417
"0",15,25,103,45,70,2,229,0.03843
"0",0,0,1,1,0,0,6,0.0
"0",0,2,6,2,1,6,15,0.0
"0",0,47,61,40,67,14,193,0.12024
"0",0,3,4,3,2,4,12,0.16667
"0",0,1,1,1,0,5,4,0.0
"0",0,2,2,2,1,0,7,0.0
"0",0,0,1,1,0,1,2,0.0
"0",0,1,1,1,0,2,3,0.0
"0",13,5,41,13,18,3,70,0.05944
"0",13,6,48,13,19,0,79,0.04837
"0",1,0,2,1,0,2,6,0.0
"0",2,4,15,7,10,1,24,0.08095
"0",2,57,100,82,136,1,246,0.02415
"0",5,9,40,17,25,2,84,0.08235
"0",6,68,114,75,130,2,272,0.14102
"0",8,42,99,64,103,6,198,0.0403
"0",32,7,48,13,15,1,127,0.02681
"0",41,83,248,67,108,4,649,0.05108
"0",0,113,186,186,222,3,508,0.00148
"0",0,1,1,1,0,0,7,0.0
"0",0,110,181,181,220,0,490,0.00151
"0",0,2,5,2,1,1,10,0.0
"0",0,2,5,2,1,0,10,0.0
"0",0,2,1,1,0,0,7,0.0
"0",0,2,1,1,0,1,7,0.0
"0",0,1,1,1,0,0,8,0.0
"0",11,4,40,10,14,8,75,0.04722
"0",3,0,18,7,7,1,34,0.03333
"0",3,0,18,7,7,3,34,0.03333
"0",14,4,48,12,17,7,90,0.04242
"0",3,0,19,7,7,1,34,0.03333
"0",3,0,20,7,7,3,34,0.03333
"0",9,0,37,8,10,2,54,0.03274
"0",4,0,19,4,4,0,29,0.04167
"0",12,4,59,14,18,0,81,0.03846
"0",9,0,39,8,10,2,54,0.03274
"0",4,0,19,4,4,0,29,0.04167
"0",12,4,61,14,18,0,82,0.03846
"0",6,0,25,7,8,0,41,0.04762
"0",6,0,27,7,8,0,41,0.04762
"0",6,0,25,7,8,0,41,0.04762
"0",6,0,27,7,8,0,42,0.04762
"0",20,6,80,25,36,0,115,0.04072
"0",14,4,64,17,22,0,94,0.03995
"0",14,4,66,17,22,1,93,0.03995
"0",14,5,68,19,25,0,94,0.03698
"0",14,5,65,19,25,1,93,0.03698
"0",78,135,432,192,303,2,1288,0.02496
"0",72,45,301,80,122,6,581,0.07678
"0",32,58,155,69,120,4,303,0.06432
"0",6,0,24,4,4,0,31,0.04167
"0",57,0,71,1,0,5,85,0.0
"0",0,0,1,1,0,1,2,0.0
"0",1,4,8,7,10,0,22,0.05714
"0",3,4,14,6,8,0,26,0.05833
"0",6,1,22,8,10,1,28,0.05655
"0",2,1,7,4,4,0,13,0.04167
"0",3,5,10,7,9,1,26,0.07619
"0",2,0,16,4,4,1,34,0.04167
"0",34,23,148,52,90,0,277,0.00161
"0",2,0,9,1,0,0,11,0.0
"0",11,6,57,17,29,0,93,0.0174
"0",10,6,52,16,27,0,87,0.02083
"0",9,1,27,7,10,1,34,0.05714
"0",7,0,23,6,8,0,28,0.05
"0",3,0,8,3,3,1,14,0.0
"0",0,1,5,2,1,1,22,0.0
"0",0,1,2,1,0,1,6,0.0
"0",0,1,2,1,0,1,6,0.0
"0",0,1,2,1,0,1,6,0.0
"0",0,1,2,1,0,0,6,0.0
"0",1,0,4,1,0,1,6,0.0
"0",1,0,4,1,0,1,6,0.0
"0",1,0,4,1,0,1,6,0.0
"0",1,0,5,1,0,2,7,0.0
"0",1,0,5,1,0,1,7,0.0
"0",1,0,5,1,0,0,7,0.0
"0",1,0,5,1,0,1,7,0.0
"0",6,5,26,8,12,1,48,0.05952
"0",17,2,69,14,21,1,103,0.05632
"0",10,0,39,8,11,1,64,0.05655
"0",9,0,15,3,3,1,43,0.0
"0",9,0,15,3,3,1,43,0.0
"0",12,11,50,27,42,1,91,0.05145
"0",6,3,23,9,12,0,45,0.0754
"0",4,8,29,10,17,1,55,0.08056
"0",20,19,54,26,45,1,135,0.05647
"0",7,7,49,20,26,1,102,0.0348
"0",3,4,32,11,14,1,57,0.03232
"0",3,1,14,6,7,2,44,0.05
"0",2,2,13,6,7,2,33,0.05
"0",0,0,2,1,0,0,2,0.0
"0",0,0,1,1,0,2,3,0.0
"0",0,0,1,1,0,2,3,0.0
"0",0,0,1,1,0,2,3,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,0,1,1,0,1,3,0.0
"0",0,0,1,1,0,1,3,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,1,3,1,0,0,7,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,0,1,1,0,5,2,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,0,2,1,0,0,2,0.0
"0",0,0,1,1,0,2,1,0.0
"0",0,0,2,1,0,0,2,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,4,7,5,6,7,16,0.11667
"0",1,0,3,1,0,1,14,0.0
"0",2,0,6,1,0,110,8,0.0
"0",2,3,8,6,8,0,21,0.05
"0",1,1,6,4,4,0,11,0.04167
"0",0,0,2,1,0,6,4,0.0
"0",1,0,3,1,0,14,5,0.0
"0",0,0,1,1,0,1,3,0.0
"0",0,0,2,1,0,0,4,0.0
"0",1,0,3,1,0,2,7,0.0
"0",6,2,30,8,11,0,47,0.04167
"0",1,2,13,7,7,23,23,0.03333
"0",8,5,42,12,17,382,72,0.08333
"0",6,4,29,10,13,3,59,0.05972
"0",2,1,21,4,4,110,33,0.04167
"0",5,2,19,6,8,0,38,0.05833
"0",17,6,81,15,21,1,130,0.03773
"0",0,0,3,1,0,0,7,0.0
"0",0,0,3,1,0,0,7,0.0
"0",0,0,3,1,0,0,7,0.0
"0",0,4,9,5,6,0,23,0.06667
"0",0,3,6,4,4,0,15,0.04167
"0",0,3,8,4,4,0,16,0.04167
"0",0,5,5,5,6,1,25,0.06667
"0",0,5,5,5,6,0,21,0.06667
"0",0,3,3,3,3,0,14,0.0
"0",0,3,3,3,3,0,13,0.0
"0",0,5,1,1,0,0,24,0.0
"0",0,4,26,7,9,1,47,0.07619
"0",0,2,12,1,0,1,21,0.0
"0",0,4,26,7,9,535,47,0.07619
"0",0,2,12,1,0,1085,21,0.0
"0",0,1,3,1,0,1,8,0.0
"0",0,1,3,1,0,0,8,0.0
"0",1,1,9,3,3,2,18,0.0
"0",1,4,11,6,8,1,30,0.05833
"0",0,7,30,9,12,0,65,0.07937
"0",2,5,31,7,9,0,53,0.07619
"0",0,8,47,11,16,40,81,0.02626
"0",2,9,58,15,22,3,96,0.02198
"0",0,0,1,1,0,0,3,0.0
"0",0,0,1,1,0,0,3,0.0
"0",0,0,1,1,0,0,4,0.0
"0",0,0,4,1,0,0,14,0.0
"0",0,0,5,1,0,0,16,0.0
"0",3,1,9,3,3,0,24,0.0
"0",1,0,5,1,0,0,16,0.0
"0",22,6,65,14,20,1,141,0.1044
"0",0,0,1,2,1,0,1,0.0
"0",1,0,2,1,0,0,4,0.0
"0",4,2,20,7,9,0,35,0.07619
"0",9,9,44,14,23,35,89,0.01282
"0",9,6,31,14,20,2,67,0.04716
"0",7,2,20,4,5,0,26,0.04167
"0",10,18,48,29,46,2,108,0.08867
"0",11,7,41,14,21,0,84,0.09249
"0",11,6,41,14,20,3,80,0.0554
"0",12,6,43,11,16,3,78,0.05455
"0",10,7,32,11,17,0,61,0.07576
"0",19,15,60,19,29,1,127,0.05728
"0",10,6,38,12,18,0,69,0.06515
"0",0,0,1,1,0,1,2,0.0
"0",3,5,16,9,12,9,38,0.04563
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,4,0.0
"0",2,2,8,5,6,13,18,0.05
"0",6,4,32,10,14,14,52,0.04167
"0",2,2,11,3,3,1,23,0.0
"0",2,0,10,1,0,0,19,0.0
"0",2,1,13,1,0,0,21,0.0
"0",1,0,2,1,0,0,4,0.0
"0",13,4,49,13,18,4,88,0.05361
"0",10,2,38,11,14,0,71,0.05354
"0",2,0,5,1,0,0,9,0.0
"0",12,6,62,17,25,0,104,0.08946
"0",13,7,60,20,29,0,105,0.08143
"0",14,9,65,20,29,0,110,0.08757
"0",6,3,19,7,9,0,41,0.05714
"0",2,2,19,3,3,24,32,0.0
"0",2,2,19,3,3,2,32,0.0
"0",2,2,19,3,3,20,32,0.0
"0",2,2,21,3,3,13,40,0.0
"0",2,2,13,3,3,1,26,0.0
"0",2,2,13,3,3,0,26,0.0
"0",3,3,12,7,10,1,22,0.06667
"0",8,6,33,10,14,1,64,0.03889
"0",0,1,2,1,0,5,6,0.0
"0",1,4,7,4,5,169,23,0.08333
"0",0,1,6,3,3,0,13,0.0
"0",0,1,1,1,0,0,9,0.0
"0",3,2,10,5,6,3,27,0.05
"0",1,0,2,1,0,0,4,0.0
"0",1,0,2,1,0,0,8,0.0
"0",1,0,2,1,0,2,11,0.0
"0",4,4,18,8,11,1,39,0.05357
"0",0,3,4,5,5,0,12,0.1
"0",3,2,12,6,8,0,28,0.05833
"0",3,3,10,5,6,0,23,0.05
"0",12,8,41,10,14,0,82,0.07778
"0",3,1,10,3,3,1,20,0.0
"0",12,27,55,29,53,2,137,0.11736
"0",5,2,18,3,4,3,47,0.0
"0",8,6,31,11,16,53,64,0.05354
"0",0,1,2,1,0,0,7,0.0
"0",0,0,1,1,0,0,5,0.0
"0",0,2,2,1,0,3,7,0.0
"0",0,0,2,1,0,0,6,0.0
"0",0,8,36,21,31,2,66,0.0609
"0",2,1,5,1,0,0,12,0.0
"0",3,4,25,11,15,28,57,0.02121
"0",3,4,25,11,15,67,56,0.02121
"0",3,4,23,10,14,128,53,0.02361
"0",1,0,2,1,0,1,10,0.0
"0",1,0,2,1,0,1,11,0.0
"0",1,0,2,1,0,1,14,0.0
"0",2,5,16,13,21,0,41,0.01923
"0",20,24,58,25,40,1,132,0.05174
"0",8,0,40,8,11,4,58,0.05357
"0",4,16,51,22,37,4,98,0.24275
"0",2,6,18,12,17,0,44,0.0197
"0",4,2,9,4,5,9,25,0.04167
"0",0,3,24,11,16,4,33,0.09596
"0",2,7,21,14,21,212,53,0.07463
"0",19,37,109,52,81,7,221,0.07699
"0",0,3,24,11,16,19,34,0.09596
"0",14,12,69,24,38,25,148,0.04537
"0",16,11,73,23,36,11,151,0.04536
"0",2,6,22,14,20,4,53,0.06731
"0",2,6,22,14,20,1,53,0.06731
"0",1,0,3,1,0,28,10,0.0
"0",15,7,57,17,25,22,103,0.05
"0",0,0,1,1,0,0,4,0.0
"0",0,0,1,1,0,0,6,0.0
"0",0,0,1,1,0,0,9,0.0
"0",0,0,1,1,0,0,9,0.0
"0",2,2,7,5,6,1,18,0.06667
"0",1,0,2,1,0,0,4,0.0
"0",8,5,31,13,19,0,58,0.06527
"0",3,3,16,7,9,5,40,0.05238
"0",3,4,18,7,10,5,41,0.05714
"0",0,208,37,3,4,5,720,0.0
"0",0,0,2,2,1,0,2,0.0
"0",1,0,6,1,0,6,16,0.0
"0",5,1,39,3,3,6,99,0.0
"0",6,6,37,12,18,11,71,0.05303
"0",0,511,206,8,10,5,1812,0.1994
"0",0,0,2,2,1,0,2,0.0
"0",1,0,6,1,0,6,18,0.0
"0",5,1,42,3,3,5,111,0.0
"0",6,6,37,12,18,5,71,0.05303
"0",4,2,20,3,3,1,27,0.0
"0",0,370,98,7,9,5,1358,0.14762
"0",0,0,2,2,1,0,2,0.0
"0",5,4,89,11,16,4,256,0.0596
"0",0,0,1,2,1,0,1,0.0
"0",1,0,7,1,0,2,26,0.0
"0",1,0,7,1,0,2,30,0.0
"0",6,6,37,12,18,4,71,0.05303
"0",0,0,1,2,1,0,1,0.0
"0",4,1,21,1,0,1,44,0.0
"0",4,1,21,1,0,0,48,0.0
"0",0,0,6,1,0,2,45,0.0
"0",0,0,6,1,0,2,45,0.0
"0",0,1604,881,8,10,6,9048,0.20833
"0",0,0,2,2,1,0,2,0.0
"0",7,11,47,18,27,4,95,0.05923
"0",0,0,1,2,1,0,1,0.0
"0",4,4,117,10,13,4,583,0.06111
"0",0,0,1,2,1,0,1,0.0
"0",3,1,19,1,0,1,62,0.0
"0",3,1,19,1,0,0,62,0.0
"0",3,0,8,1,0,1,13,0.0
"0",4,0,9,1,0,10,14,0.0
"0",4,3,14,6,8,1,31,0.05833
"0",3,0,5,1,0,9,10,0.0
"0",4,3,22,6,8,8,35,0.05833
"0",1,0,2,1,0,9,5,0.0
"0",16,26,96,37,53,8,169,0.05322
"0",16,26,96,37,53,2,168,0.05322
"0",3,2,7,4,4,0,22,0.08333
"0",10,6,36,8,11,3,57,0.0744
"0",1,0,5,1,0,1,7,0.0
"0",6,5,60,10,13,2,156,0.05972
"0",8,36,87,41,64,4,218,0.03121
"0",2,5,16,5,6,1,28,0.11667
"0",4,6,25,5,6,1,41,0.11667
"0",1,350,21,15,22,8,2317,0.23407
"0",0,0,1,1,0,6,28,0.0
"0",0,8,12,9,14,0,37,0.11111
"0",0,70,28,4,4,19,149,0.125
"0",16,15,68,18,32,3,102,0.11744
"0",2,8,21,12,20,0,49,0.09697
"0",3,10,24,14,23,0,55,0.08013
"0",3,10,24,14,23,0,55,0.08013
"0",1,6,14,1,0,1,52,0.0
"0",1,1,5,3,3,2,23,0.0
"0",0,550,267,4,4,16,1371,0.04167
"0",0,498,255,4,4,6,1290,0.04167
"0",3,40,14,1,0,8,68,0.0
"0",3,40,15,1,0,3,69,0.0
"0",4,62,98,42,62,3,392,0.0136
"0",4,62,94,43,63,3,388,0.01333
"0",2,190,120,22,36,0,413,0.05325
"0",2,190,118,22,36,1,413,0.05325
"0",0,0,1,1,0,1,2,0.0
"0",1,0,2,1,0,3,4,0.0
"0",1,0,2,1,0,9,4,0.0
"0",13,143,77,20,28,0,667,0.04488
"0",23,52,118,33,47,3,351,0.0219
"0",0,474,126,14,21,2,1265,0.05998
"0",1,29,24,9,13,1,237,0.08135
"0",0,112,53,4,4,5,421,0.125
"0",0,92,49,4,4,5,429,0.125
"0",2,1,5,4,4,3,18,0.04167
"0",0,26,43,25,39,2,122,0.05341
"0",0,19,31,5,6,4,81,0.18333
"0",0,19,43,5,6,1,95,0.18333
"0",0,138,232,59,87,3,742,0.01702
"0",0,107,39,28,44,5,453,0.03261
"0",0,0,1,1,0,2,2,0.0
"0",0,10,16,5,6,1,71,0.16667
"0",1,0,2,1,0,3,4,0.0
"0",0,50,140,1,0,8,500,0.0
"0",4,62,99,42,62,3,397,0.0136
"0",0,0,1,1,0,2,2,0.0
"0",1,6,15,1,0,1,53,0.0
"0",0,100,57,1,0,3,316,0.0
"0",8,7,53,16,22,1,109,0.20149
"0",11,11,46,5,6,2,106,0.16667
"0",0,0,1,1,0,2,2,0.0
"0",2,7,20,4,4,1,59,0.04167
"0",0,66,49,1,0,16,301,0.0
"0",0,66,49,1,0,3,300,0.0
"0",4,62,99,42,62,3,397,0.0136
"0",0,225,69,10,13,2,954,0.10278
"0",0,86,66,3,3,6,317,0.0
"0",0,86,67,4,4,3,323,0.04167
"0",4,62,99,42,62,3,397,0.0136
"0",1,0,2,1,0,4,4,0.0
"0",1,0,4,1,0,1,7,0.0
"0",1,0,4,1,0,1,7,0.0
"0",1,5,14,6,8,1,22,0.06667
"0",2,1,5,4,4,9,18,0.04167
"0",0,234,131,2,1,2,1783,0.0
"0",0,380,160,1,0,1,1014,0.0
"0",0,380,160,1,0,1,1014,0.0
"0",2,1,5,4,4,3,18,0.04167
"0",1,76,96,38,57,3,470,0.05168
"0",1,44,64,26,39,4,211,0.07026
"0",0,373,235,2,1,18,1136,0.0
"0",0,389,177,4,4,9,1585,0.125
"0",2,26,45,26,41,3,116,0.05353
"0",5,42,90,37,55,2,308,0.03953
"0",5,42,89,36,55,2,303,0.04055
"0",4,46,90,31,48,2,236,0.05009
"0",4,46,91,31,48,2,236,0.05009
"0",2,0,6,3,3,1,9,0.0
"0",4,54,61,20,30,5,242,0.0519
"0",3,29,26,4,5,1,123,0.04167
"0",1,76,35,1,0,2,281,0.0
"0",2,0,9,1,0,1,14,0.0
"0",3,27,23,4,5,3,116,0.04167
"0",18,25,139,45,72,0,213,0.06034
"0",33,35,172,60,98,2,277,0.04333
"0",1,5,18,13,19,2,40,0.07867
"0",28,41,175,68,107,2,379,0.05277
"0",26,36,182,65,100,4,313,0.04704
"0",23,30,157,49,80,1,239,0.05676
"0",13,16,71,22,34,0,98,0.054
"0",27,37,178,66,103,23,298,0.04769
"0",0,8,17,9,12,0,43,0.07937
"0",0,4,8,7,6,0,20,0.0381
"0",0,0,1,1,0,24,2,0.0
"0",0,3,5,3,2,7,23,0.0
"0",0,6,1,1,0,0,28,0.0
"0",0,1,4,2,1,0,8,0.0
"0",0,3,12,8,12,57,31,0.08631
"0",0,9,28,18,29,79,57,0.04412
"0",0,6,13,9,13,0,31,0.07143
"0",0,4,7,4,4,30,14,0.04167
"0",0,6,13,10,14,1,35,0.06667
"0",0,2,5,3,3,9,10,0.0
"0",0,4,15,12,18,3,33,0.04773
"0",1,1,6,1,0,16,13,0.0
"0",0,0,3,1,0,60,9,0.0
"0",2,6,10,8,12,207,26,0.0506
"0",4,8,40,19,27,8,83,0.04455
"0",2,2,10,4,5,91,19,0.04167
"0",2,0,12,4,4,125,27,0.04167
"0",4,3,13,7,9,107,24,0.07619
"0",0,8,23,22,35,4,59,0.04719
"0",0,4,7,5,5,265,31,0.08333
"0",0,8,20,10,13,70,61,0.09722
"0",4,10,34,17,26,101,72,0.07525
"0",2,2,14,5,6,99,28,0.06667
"0",2,8,24,16,23,118,62,0.07143
"0",2,8,18,13,19,14,47,0.05944
"0",5,8,37,20,29,51,87,0.05453
"0",8,9,47,24,35,0,105,0.03146
"0",0,5,7,6,7,100,33,0.10833
"0",2,0,13,4,4,89,32,0.04167
"0",19,7,56,14,19,280,122,0.04899
"0",4,6,25,13,18,89,60,0.05828
"0",19,19,41,7,10,103,102,0.07619
"0",16,18,36,4,5,0,96,0.08333
"0",5,5,26,7,11,2,50,0.1381
"0",6,6,39,9,14,5,65,0.06151
"0",1,21,40,26,45,16,123,0.04353
"0",1,23,74,42,75,0,193,0.02368
"0",25,17,127,32,50,11,286,0.06704
"0",29,23,176,36,60,0,304,0.06004
"0",9,1,49,4,4,2,69,0.04167
"0",27,15,141,30,45,3,312,0.0619
"0",18,27,97,44,68,18,206,0.02659
"0",8,9,45,16,25,4,64,0.11786
"0",3,2,15,4,5,9,19,0.04167
"0",2,1,12,3,3,10,18,0.0
"0",1,3,17,4,5,26,29,0.04167
"0",2,2,12,4,5,11,17,0.04167
"0",3,2,15,4,5,18,19,0.04167
"0",4,5,38,10,13,0,58,0.04861
"0",6,7,40,10,16,54,58,0.06389
"0",2,4,20,5,7,5,34,0.06667
"0",2,4,21,5,7,0,34,0.06667
"0",2,4,20,5,7,1,34,0.06667
"0",1,1,7,3,3,2,18,0.0
"0",18,52,116,45,84,13,214,0.11274
"0",7,14,50,27,41,7,108,0.06068
"0",5,17,47,29,44,15,114,0.07293
"0",2,7,15,7,10,1,32,0.05238
"0",2,16,40,17,24,6,122,0.11789
